date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:52	32855/32855	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:54:34%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/ui-elements-loading-overlay.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/ui-elements-loading-overlay.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:52	33738/33738	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:54:34%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/ui-elements-loading-progress.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/ui-elements-loading-progress.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:53	31630/31630	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:54:27%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/ui-elements-extra.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/ui-elements-extra.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:53	59654/59654	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:53:56%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/forms-basic.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/forms-basic.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:54	80632/80632	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:53:55%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/forms-advanced.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/forms-advanced.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:54	39070/39070	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:53:58%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/forms-validation.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/forms-validation.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:54	36585/36585	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:53:57%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/forms-layouts.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/forms-layouts.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:55	53775/53775	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:53:59%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/forms-wizard.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/forms-wizard.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:55	32805/32805	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:53:57%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/forms-code-editor.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/forms-code-editor.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
15:54:56	46050/46050	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Sep%202015%2018:54:18%20GMT	http://preview.oklerthemes.com/porto-admin/1.4.2/tables-basic.html	C:/xampp_1/htdocs/shital/erp_temp1/preview.oklerthemes.com/porto-admin/1.4.2/tables-basic.html	(from http://preview.oklerthemes.com/porto-admin/1.4.2/index.html)
